"","pr_dsI"
"644",-0.000171810273350559
"645",-0.531002143493493
"646",-0.150243909230141
"647",-0.231051962514568
"648",-0.531002143493493
"649",-0.531002143493493
"650",-0.531002143493493
"651",-0.531002143493493
"652",-0.531002143493493
"653",-0.531002143493493
"654",-0.161787916842202
"655",-0.531002143493493
"656",-0.531002143493493
"657",-0.531002143493493
"658",-0.531002143493493
"659",-0.531002143493493
"660",-0.531002143493493
"661",-0.531002143493493
"662",-0.531002143493493
"663",-0.531002143493493
"664",-0.531002143493493
"665",-0.531002143493493
"666",-0.531002143493493
"667",-0.531002143493493
"668",-0.531002143493493
"669",-0.531002143493493
"670",-0.531002143493493
"671",1.04687357912905
"672",5.37302887284682
"673",4.19656763537226
"674",3.48434722935211
"675",7.51545705775762
"676",3.80441388954739
"677",1.04687357912905
"678",1.04687357912905
"679",4.98087512702197
"680",26.0490467731199
"681",1.20816261975057
"682",1.04687357912905
"683",1.04687357912905
"684",3.63140488403642
"685",1.04687357912905
"686",1.04687357912905
"687",1.04687357912905
"688",1.04687357912905
"689",1.04687357912905
"690",1.04687357912905
"691",1.04687357912905
"692",1.04687357912905
"693",1.04687357912905
"694",1.04687357912905
"695",1.04687357912905
"696",1.04687357912905
"697",1.04687357912905
"698",1.04687357912905
"699",1.04687357912905
"700",1.04687357912905
"701",0.00743180605900029
"702",0.00743180605900029
"703",0.00743180605900029
"704",0.00743180605900029
"705",0.00743180605900029
"706",0.00743180605900029
"707",4.43919122855944
"708",0.00743180605900029
"709",0.0312378523083586
"710",0.00743180605900029
"711",0.00743180605900029
"712",0.00743180605900029
"713",0.00743180605900029
"714",0.00743180605900029
"715",0.00743180605900029
"716",0.00743180605900029
"717",0.00743180605900029
"718",0.00743180605900029
"719",0.00743180605900029
"720",0.00743180605900029
"721",0.00743180605900029
"722",0.00743180605900029
"723",0.00743180605900029
"724",0.00743180605900029
"725",0.00743180605900029
"726",0.00743180605900029
"727",0.118391679907593
"728",4.0939066102441
"729",0.286425741741525
"730",0.00743180605900029
"731",0.00743180605900029
"732",0.0338963580154461
"733",0.0338963580154461
"734",1.52995979429848
"735",8.19444109494639
"736",0.817674874811995
"737",0.556131672674292
"738",0.0338963580154461
"739",0.0590513593268516
"740",1.49931642906459
"741",0.129738258199137
"742",0.921762735124163
"743",0.331984468742837
"744",0.942655938692726
"745",0.623207364673822
"746",0.212475344330651
"747",0.0876365880898124
"748",0.0338963580154461
"749",0.0338963580154461
"750",0.0338963580154461
"751",0.0338963580154461
"752",0.0338963580154461
"753",0.0338963580154461
"754",0.0338963580154461
"755",0.0338963580154461
"756",4.90253252092292
"757",0.0796327240361834
"758",0.0784893148856649
"759",0.0516191998484818
"760",0.0338963580154461
"761",0.0338963580154461
"762",0.0338963580154461
"763",0.292710041878115
"764",0.785094886158858
"765",0.325135956422587
"766",0.0908618548593905
"767",0.0908618548593905
"768",0.0908618548593905
"769",0.0908618548593905
"770",0.0908618548593905
"771",0.0908618548593905
"772",0.0908618548593905
"773",0.0908618548593905
"774",0.0908618548593905
"775",0.0908618548593905
"776",0.491303499347268
"777",0.0908618548593905
"778",0.0908618548593905
"779",0.0908618548593905
"780",0.0908618548593905
"781",0.0908618548593905
"782",0.0908618548593905
"783",0.275618523177291
"784",0.130340614220284
"785",0.0908618548593905
"786",0.0908618548593905
"787",0.0908618548593905
"788",0.0908618548593905
"789",0.0908618548593905
"790",2.84407023416408
"791",14.280234958383
"792",1.19510715917885
"793",0.526545910148153
"794",0.526545910148153
"795",0.999220800736034
"796",0.526545910148153
"797",0.526545910148153
"798",0.526545910148153
"799",0.526545910148153
"800",0.526545910148153
"801",0.526545910148153
"802",0.526545910148153
"803",0.526545910148153
"804",0.526545910148153
"805",0.526545910148153
"806",0.526545910148153
"807",0.526545910148153
"808",0.526545910148153
"809",0.526545910148153
"810",0.526545910148153
"811",0.526545910148153
"812",0.526545910148153
"813",0.526545910148153
"814",0.526545910148153
"815",0.526545910148153
"816",0.526545910148153
"817",0.526545910148153
"818",5.64519800311111
"819",21.6866819821507
"820",0.526545910148153
"821",0.526545910148153
"822",-0.452910366759763
"823",-0.452910366759763
"824",0.226549850905641
"825",1.17951756626331
"826",-0.431391263347664
"827",-0.339639582565068
"828",16.3175337168019
"829",0.172347597950354
"830",-0.452910366759763
"831",18.3603918322704
"832",0.435069106392455
"833",-0.406798002305265
"834",4.44236920208972
"835",5.04311083901083
"836",-0.419094632826464
"837",-0.452910366759763
"838",1.76511445603515
"839",-0.10083545360264
"840",-0.396038450599215
"841",-0.452910366759763
"842",-0.452910366759763
"843",-0.452910366759763
"844",-0.452910366759763
"845",-0.414483396381014
"846",-0.452910366759763
"847",-0.452910366759763
"848",-0.452910366759763
"849",-0.452910366759763
"850",3.73561433512372
"851",10.1140770094919
"852",0.584871818991504
"853",0.584871818991504
"854",0.584871818991504
"855",32.0717036353438
"856",38.9894598339981
"857",32.7565356987635
"858",4.87495318249806
"859",4.91910796787657
"860",3.42823462627276
"861",0.584871818991504
"862",51.0764427303179
"863",42.5091156967286
"864",0.584871818991504
"865",0.584871818991504
"866",0.584871818991504
"867",0.584871818991504
"868",0.584871818991504
"869",0.584871818991504
"870",0.584871818991504
"871",0.584871818991504
"872",0.584871818991504
"873",0.584871818991504
"874",0.584871818991504
"875",0.584871818991504
"876",0.584871818991504
"877",0.584871818991504
"878",0.584871818991504
"879",16.9941430987408
"880",0.584871818991504
"881",0.584871818991504
"882",0.584871818991504
"883",0.373160853621154
"884",0.373160853621154
"885",0.373160853621154
"886",0.373160853621154
"887",0.373160853621154
"888",0.373160853621154
"889",0.373160853621154
"890",14.7905010559112
"891",2.03789842369538
"892",0.373160853621154
"893",0.728352646904215
"894",0.438263392551742
"895",0.373160853621154
"896",0.373160853621154
"897",0.373160853621154
"898",0.373160853621154
"899",33.1609057176777
"900",6.04439620230921
"901",2.76634933251513
"902",4.75398728948269
"903",3.51435835702203
"904",1.49402117027342
"905",1.37861212398738
"906",23.6172564665649
"907",2.72403268221025
"908",0.373160853621154
"909",0.373160853621154
"910",0.373160853621154
"911",7.88293019732015
"912",19.3793683992671
"913",-0.387410347153144
"914",-0.651446169766623
"915",-0.750301036778052
"916",-0.816355297136743
"917",-0.816355297136743
"918",44.6686627515044
"919",1.38137595800736
"920",-0.816355297136743
"921",-0.816355297136743
"922",-0.816355297136743
"923",-0.816355297136743
"924",-0.816355297136743
"925",-0.816355297136743
"926",-0.816355297136743
"927",-0.816355297136743
"928",-0.816355297136743
"929",-0.816355297136743
"930",-0.816355297136743
"931",-0.816355297136743
"932",-0.816355297136743
"933",-0.816355297136743
"934",-0.816355297136743
"935",-0.816355297136743
"936",-0.816355297136743
"937",-0.816355297136743
"938",-0.816355297136743
"939",-0.816355297136743
"940",-0.816355297136743
"941",-0.816355297136743
"942",-0.816355297136743
"943",-0.816355297136743
"944",0.484319856034357
"945",0.484319856034357
"946",0.484319856034357
"947",0.484319856034357
"948",17.2178347204394
"949",1.00134131125348
"950",0.577655794598314
"951",0.484319856034357
"952",4.37713990857709
"953",4.69780164461139
"954",0.484319856034357
"955",0.484319856034357
"956",0.484319856034357
"957",0.484319856034357
"958",0.484319856034357
"959",0.484319856034357
"960",1.43896623197668
"961",0.810029774827229
"962",23.1067441700423
"963",0.757242707715932
"964",0.484319856034357
"965",0.484319856034357
"966",0.484319856034357
"967",0.484319856034357
"968",0.484319856034357
"969",0.77108289894362
"970",2.98541720055816
"971",0.484319856034357
"972",0.484319856034357
"973",0.484319856034357
"974",0.484319856034357
"975",0.512538128472312
"976",0.512538128472312
"977",0.512538128472312
"978",0.512538128472312
"979",0.512538128472312
"980",0.512538128472312
"981",0.512538128472312
"982",0.512538128472312
"983",0.512538128472312
"984",0.512538128472312
"985",17.8317144079492
"986",18.8430939355757
"987",3.19289807313845
"988",5.43454469155152
"989",7.11752636288338
"990",10.3656573128026
"991",13.9370533278246
"992",3.16475207515256
"993",0.512538128472312
"994",0.512538128472312
"995",0.512538128472312
"996",0.512538128472312
"997",0.512538128472312
"998",0.512538128472312
"999",0.512538128472312
"1000",0.512538128472312
"1001",0.512538128472312
"1002",0.512538128472312
"1003",0.512538128472312
"1004",0.512538128472312
"1005",-0.531002143493493
"1006",-0.531002143493493
"1007",-0.531002143493493
"1008",-0.531002143493493
"1009",-0.531002143493493
"1010",-0.531002143493493
"1011",-0.531002143493493
"1012",-0.531002143493493
"1013",-0.531002143493493
"1014",-0.531002143493493
"1015",-0.531002143493493
"1016",-0.531002143493493
"1017",-0.531002143493493
"1018",-0.531002143493493
"1019",-0.531002143493493
"1020",-0.531002143493493
"1021",-0.531002143493493
"1022",-0.531002143493493
"1023",-0.531002143493493
"1024",-0.531002143493493
"1025",4.30845926611054
"1026",8.34580616361099
"1027",-0.196419939678385
"1028",-0.531002143493493
"1029",-0.531002143493493
"1030",-0.531002143493493
"1031",-0.531002143493493
"1032",-0.531002143493493
"1033",-0.531002143493493
"1034",-0.531002143493493
"1035",-0.531002143493493
"1036",1.04687357912905
"1037",2.59458662958142
"1038",33.1813430253095
"1039",1.04687357912905
"1040",13.8216353086324
"1041",5.56910574575925
"1042",9.65644350095584
"1043",8.83205558969608
"1044",1.04687357912905
"1045",1.04687357912905
"1046",1.37240158350752
"1047",23.6377337588108
"1048",6.49037870010515
"1049",1.04687357912905
"1050",1.04687357912905
"1051",1.04687357912905
"1052",1.04687357912905
"1053",1.04687357912905
"1054",1.04687357912905
"1055",1.04687357912905
"1056",1.04687357912905
"1057",1.04687357912905
"1058",1.04687357912905
"1059",1.04687357912905
"1060",1.04687357912905
"1061",1.04687357912905
"1062",1.04687357912905
"1063",1.04687357912905
"1064",1.04687357912905
"1065",1.04687357912905
"1066",0.677792833294325
"1067",2.29585532657
"1068",0.218303824781823
"1069",0.00743180605900029
"1070",0.00743180605900029
"1071",0.00743180605900029
"1072",0.00743180605900029
"1073",0.00743180605900029
"1074",0.00743180605900029
"1075",0.00743180605900029
"1076",0.00743180605900029
"1077",2.84745362639647
"1078",63.9089568724484
"1079",0.00743180605900029
"1080",0.00743180605900029
"1081",0.00743180605900029
"1082",2.81414957810506
"1083",1.06715633905419
"1084",0.113850218776946
"1085",0.0294066179814848
"1086",0.00743180605900029
"1087",0.22284528591247
"1088",0.00743180605900029
"1089",0.00743180605900029
"1090",0.0184192120202425
"1091",0.00743180605900029
"1092",0.0820599908624184
"1093",0.00743180605900029
"1094",2.78084552981365
"1095",7.74143454627756
"1096",12.784793918054
"1097",0.0338963580154461
"1098",0.0338963580154461
"1099",0.0373265854670014
"1100",0.0338963580154461
"1101",0.0338963580154461
"1102",0.0338963580154461
"1103",0.086493178939294
"1104",0.286019420891996
"1105",1.63862786260691
"1106",1.46867306383069
"1107",0.0338963580154461
"1108",0.0338963580154461
"1109",1.02622875296698
"1110",2.74333405465233
"1111",0.052190904423741
"1112",0.0338963580154461
"1113",0.0338963580154461
"1114",0.0338963580154461
"1115",0.0338963580154461
"1116",0.0350397671659645
"1117",5.71368042417307
"1118",55.8696591084742
"1119",0.729280552021917
"1120",0.0624815867784069
"1121",0.0338963580154461
"1122",0.0338963580154461
"1123",0.0687703371062583
"1124",0.0567645410258147
"1125",0.0419002220690751
"1126",0.782317145695964
"1127",3.67003834570676
"1128",0.215798207724406
"1129",0.207252448373994
"1130",0.0937929461000044
"1131",2.57108069935924
"1132",1.3163673864003
"1133",0.348874176840399
"1134",0.181615170322757
"1135",0.0908618548593905
"1136",4.71078454226973
"1137",0.0908618548593905
"1138",0.0908618548593905
"1139",0.0908618548593905
"1140",0.0908618548593905
"1141",0.0908618548593905
"1142",0.0908618548593905
"1143",0.0908618548593905
"1144",0.23288972642523
"1145",0.0908618548593905
"1146",0.455696168720551
"1147",0.0908618548593905
"1148",0.0908618548593905
"1149",0.0908618548593905
"1150",0.0908618548593905
"1151",0.0908618548593905
"1152",0.0908618548593905
"1153",0.0908618548593905
"1154",0.0908618548593905
"1155",0.0908618548593905
"1156",0.526545910148153
"1157",0.526545910148153
"1158",0.526545910148153
"1159",0.526545910148153
"1160",0.526545910148153
"1161",0.526545910148153
"1162",5.72396738846635
"1163",0.526545910148153
"1164",0.526545910148153
"1165",0.526545910148153
"1166",0.526545910148153
"1167",0.613455038295903
"1168",6.0572575045359
"1169",3.99013028191875
"1170",1.68239471199942
"1171",0.526545910148153
"1172",0.526545910148153
"1173",0.526545910148153
"1174",0.850372351138759
"1175",9.25356435536683
"1176",11.3889887329162
"1177",0.819793213457144
"1178",0.526545910148153
"1179",0.526545910148153
"1180",0.526545910148153
"1181",5.49039111859793
"1182",2.56833528768399
"1183",0.526545910148153
"1184",0.705121447151086
"1185",1.59983104025906
"1186",0.526545910148153
"1187",-0.452910366759763
"1188",-0.452910366759763
"1189",-0.452910366759763
"1190",-0.452910366759763
"1191",-0.452910366759763
"1192",-0.452910366759763
"1193",3.27319472216596
"1194",2.20220868625997
"1195",-0.452910366759763
"1196",-0.452910366759763
"1197",5.76501045312611
"1198",3.32468686247348
"1199",-0.452910366759763
"1200",20.7835513761538
"1201",0.190415015602117
"1202",-0.294863808384613
"1203",6.78475676117708
"1204",2.30948397856731
"1205",-0.452910366759763
"1206",2.33093903702877
"1207",3.17021044155091
"1208",-0.452910366759763
